Year,Rk,School,Conf,AP Rank,W,L,OSRS,DSRS,SRS,Off,Def,Off,Def,Off,Def,Off,Def
2005,91,Mississippi State,SEC (West),,3,8,-10.05,3.02,-7.03,,,,,,,,
2005,92,Ball State,MAC (West),,4,7,-2.41,-4.90,-7.31,,,,,,,,
2005,93,Eastern Michigan,MAC (West),,4,7,-5.28,-2.14,-7.42,,,,,,,,
2005,94,Ole Miss,SEC (West),,3,8,-9.58,2.09,-7.48,,,,,,,,
2005,95,Illinois,Big Ten,,2,9,-4.77,-2.78,-7.54,,,,,,,,
2005,96,Kentucky,SEC (East),,3,8,-1.01,-8.05,-9.06,,,,,,,,
2005,97,Louisiana,Sun Belt,,6,5,-2.44,-6.76,-9.19,,,,,,,,
2005,98,Cincinnati,Big East,,4,7,-5.46,-3.74,-9.20,,,,,,,,
2005,99,Marshall,CUSA (East),,4,7,-7.29,-2.57,-9.86,,,,,,,,
2005,100,Middle Tennessee State,Sun Belt,,4,7,-9.52,-0.37,-9.89,,,,,,,,
2005,101,Duke,ACC (Coastal),,1,10,-6.31,-4.40,-10.71,,,,,,,,
2005,102,Syracuse,Big East,,1,10,-10.14,-0.81,-10.95,,,,,,,,
2005,103,Ohio,MAC (East),,4,7,-8.06,-3.65,-11.71,,,,,,,,
2005,104,Arkansas State,Sun Belt,,6,6,-7.94,-4.87,-12.80,,,,,,,,
2005,105,Florida International,Sun Belt,,5,6,-6.80,-8.07,-14.88,,,,,,,,
2005,106,Nevada-Las Vegas,MWC,,2,9,-9.53,-5.35,-14.88,,,,,,,,
2005,107,Louisiana-Monroe,Sun Belt,,5,6,-5.42,-9.58,-15.00,,,,,,,,
2005,108,Rice,CUSA (West),,1,10,-5.33,-9.70,-15.03,,,,,,,,
2005,109,Tulane,CUSA (West),,2,9,-6.80,-9.01,-15.82,,,,,,,,
2005,110,San Jose State,WAC,,3,8,-8.02,-8.59,-16.61,,,,,,,,
2005,111,Troy,Sun Belt,,4,7,-13.18,-3.52,-16.70,,,,,,,,
2005,112,Temple,Ind,,0,11,-15.29,-1.78,-17.06,,,,,,,,
2005,113,Kent State,MAC (East),,1,10,-12.38,-4.86,-17.23,,,,,,,,
2005,114,Utah State,WAC,,3,8,-9.72,-7.97,-17.68,,,,,,,,
2005,115,North Texas,Sun Belt,,2,9,-13.23,-5.00,-18.23,,,,,,,,
2005,116,Florida Atlantic,Sun Belt,,2,9,-14.54,-3.86,-18.39,,,,,,,,
2005,117,Idaho,WAC,,2,9,-7.22,-12.15,-19.37,,,,,,,,
2005,118,Buffalo,MAC (East),,1,10,-17.56,-3.73,-21.29,,,,,,,,
2005,119,New Mexico State,WAC,,0,12,-12.06,-10.92,-22.98,,,,,,,,
2006,1,USC,Pac-10,4,11,2,9.19,11.17,20.36,,,,,,,,
2006,2,Louisville,Big East,6,12,1,13.21,6.73,19.94,,,,,,,,
2006,3,Florida,SEC (East),1,13,1,7.58,12.08,19.66,,,,,,,,
2006,4,LSU,SEC (West),3,11,2,6.91,11.94,18.86,,,,,,,,
2006,5,Ohio State,Big Ten,2,12,1,7.40,11.36,18.76,,,,,,,,
2006,6,West Virginia,Big East,10,11,2,15.22,1.58,16.80,,,,,,,,
2006,7,Michigan,Big Ten,8,11,2,7.41,9.25,16.66,,,,,,,,
2006,8,California,Pac-10,14,10,3,11.20,5.16,16.36,,,,,,,,
2006,9,BYU,MWC,16,11,2,9.25,5.96,15.21,,,,,,,,
2006,10,Boise State,WAC,5,13,0,10.21,4.44,14.65,,,,,,,,
2006,11,Tennessee,SEC (East),25,9,4,7.82,6.34,14.15,,,,,,,,
2006,12,Auburn,SEC (West),9,11,2,3.65,9.86,13.51,,,,,,,,
2006,13,Arkansas,SEC (West),15,10,4,7.46,5.66,13.12,,,,,,,,
2006,14,Rutgers,Big East,12,11,2,3.92,8.96,12.88,,,,,,,,
2006,15,Oklahoma,Big 12 (South),11,11,3,5.49,7.27,12.75,,,,,,,,
2006,16,Virginia Tech,ACC (Coastal),19,10,3,2.54,9.93,12.47,,,,,,,,
2006,17,Texas,Big 12 (South),13,10,3,7.27,4.92,12.18,,,,,,,,
2006,18,Wisconsin,Big Ten,7,12,1,2.69,9.28,11.97,,,,,,,,
2006,19,Notre Dame,Ind,17,10,3,10.80,0.53,11.32,,,,,,,,
2006,20,Hawaii,WAC,,11,3,13.47,-2.76,10.71,,,,,,,,
2006,21,Georgia,SEC (East),23,9,4,5.18,5.03,10.21,,,,,,,,
2006,22,Boston College,ACC (Atlantic),20,10,3,3.55,6.41,9.96,,,,,,,,
2006,23,Oregon State,Pac-10,21,10,4,5.74,3.93,9.67,,,,,,,,
2006,24,South Carolina,SEC (East),,8,5,4.22,5.45,9.67,,,,,,,,
2006,25,Texas Christian,MWC,22,11,2,0.55,8.72,9.27,,,,,,,,
2006,26,Nebraska,Big 12 (North),,9,5,3.79,5.13,8.92,,,,,,,,
2006,27,UCLA,Pac-10,,7,6,2.15,6.57,8.71,,,,,,,,
2006,28,Clemson,ACC (Atlantic),,8,5,3.15,5.04,8.19,,,,,,,,
2006,29,Missouri,Big 12 (North),,8,5,6.12,2.03,8.15,,,,,,,,
2006,30,Wake Forest,ACC (Atlantic),18,11,3,0.37,7.59,7.95,,,,,,,,
2006,31,Penn State,Big Ten,24,9,4,-2.04,8.93,6.89,,,,,,,,
2006,32,Kentucky,SEC (East),,8,5,7.48,-0.83,6.65,,,,,,,,
2006,33,Texas A&M,Big 12 (South),,9,4,2.61,3.92,6.53,,,,,,,,
2006,34,Georgia Tech,ACC (Coastal),,9,5,2.75,3.75,6.50,,,,,,,,
2006,35,Arizona State,Pac-10,,7,6,4.68,1.59,6.28,,,,,,,,
2006,36,Florida State,ACC (Atlantic),,7,6,3.57,2.63,6.19,,,,,,,,
2006,37,Oklahoma State,Big 12 (South),,7,6,8.93,-2.89,6.04,,,,,,,,
2006,38,Oregon,Pac-10,,7,6,7.07,-1.13,5.94,,,,,,,,
2006,39,South Florida,Big East,,9,4,0.12,5.83,5.94,,,,,,,,
2006,40,Arizona,Pac-10,,6,6,-2.33,8.17,5.84,,,,,,,,
2006,41,Washington State,Pac-10,,6,6,3.28,2.53,5.81,,,,,,,,
2006,42,Alabama,SEC (West),,6,7,1.05,4.59,5.64,,,,,,,,
2006,43,Houston,CUSA (West),,10,4,7.87,-2.47,5.40,,,,,,,,
2006,44,Cincinnati,Big East,,8,5,0.42,4.87,5.29,,,,,,,,
2006,45,Pitt,Big East,,6,6,4.83,-0.26,4.57,,,,,,,,
2006,46,Texas Tech,Big 12 (South),,8,5,5.79,-1.59,4.20,,,,,,,,
2006,47,Southern Mississippi,CUSA (East),,9,5,-0.16,3.82,3.65,,,,,,,,
2006,48,Nevada,WAC,,8,5,0.45,3.00,3.45,,,,,,,,
2006,49,Utah,MWC,,8,5,2.18,1.14,3.32,,,,,,,,
2006,50,Miami (FL),ACC (Coastal),,7,6,-3.31,6.33,3.02,,,,,,,,
2006,51,Washington,Pac-10,,5,7,3.59,-0.78,2.81,,,,,,,,
2006,52,Maryland,ACC (Atlantic),,9,4,2.95,-0.24,2.70,,,,,,,,
2006,53,Tulsa,CUSA (West),,8,5,0.60,2.04,2.64,,,,,,,,
2006,54,Navy,Ind,,9,4,3.23,-0.65,2.58,,,,,,,,
2006,55,Central Michigan,MAC (West),,10,4,4.53,-2.17,2.35,,,,,,,,
2006,56,Iowa,Big Ten,,6,7,0.31,1.54,1.86,,,,,,,,
2006,57,Minnesota,Big Ten,,6,7,2.65,-1.20,1.45,,,,,,,,
2006,58,Vanderbilt,SEC (East),,4,8,1.27,-0.10,1.17,,,,,,,,
2006,59,Kansas,Big 12 (North),,6,6,4.66,-4.13,0.53,,,,,,,,
2006,60,Kansas State,Big 12 (North),,7,6,-0.75,0.68,-0.07,,,,,,,,
2006,61,Wyoming,MWC,,6,6,-0.68,0.27,-0.41,,,,,,,,
2006,62,San Jose State,WAC,,9,4,-1.09,0.60,-0.49,,,,,,,,
2006,63,East Carolina,CUSA (East),,7,6,-1.84,1.24,-0.60,,,,,,,,
2006,64,Purdue,Big Ten,,8,6,2.14,-2.75,-0.61,,,,,,,,
2006,65,Ole Miss,SEC (West),,4,8,-3.89,2.15,-1.74,,,,,,,,
2006,66,Middle Tennessee State,Sun Belt,,7,6,-2.79,0.92,-1.87,,,,,,,,
2006,67,Syracuse,Big East,,4,8,-3.16,1.08,-2.08,,,,,,,,
2006,68,Northern Illinois,MAC (West),,7,6,-0.18,-2.16,-2.33,,,,,,,,
2006,69,Virginia,ACC (Coastal),,5,7,-7.73,5.23,-2.50,,,,,,,,
2006,70,Mississippi State,SEC (West),,3,9,-2.20,-0.44,-2.64,,,,,,,,
2006,71,Western Michigan,MAC (West),,8,5,-1.88,-0.88,-2.77,,,,,,,,
2006,72,Air Force,MWC,,4,8,0.35,-3.29,-2.94,,,,,,,,
2006,73,Connecticut,Big East,,4,8,-0.79,-2.22,-3.02,,,,,,,,
2006,74,Michigan State,Big Ten,,4,8,2.56,-5.71,-3.14,,,,,,,,
2006,75,Troy,Sun Belt,,8,5,-2.00,-1.44,-3.44,,,,,,,,
2006,76,Indiana,Big Ten,,5,7,1.68,-5.22,-3.53,,,,,,,,
2006,77,New Mexico,MWC,,6,7,-1.48,-2.27,-3.75,,,,,,,,
2006,78,Rice,CUSA (West),,7,6,3.99,-7.87,-3.89,,,,,,,,
2006,79,North Carolina State,ACC (Atlantic),,3,9,-2.99,-1.12,-4.11,,,,,,,,
2006,80,Baylor,Big 12 (South),,4,8,1.49,-6.11,-4.62,,,,,,,,
2006,81,Ohio,MAC (East),,9,5,-6.44,1.55,-4.89,,,,,,,,
2006,82,Marshall,CUSA (East),,5,7,0.78,-5.77,-4.98,,,,,,,,
2006,83,SMU,CUSA (West),,6,6,-1.42,-3.71,-5.13,,,,,,,,
2006,84,Ball State,MAC (West),,5,7,1.15,-6.66,-5.52,,,,,,,,
2006,85,Fresno State,WAC,,4,8,-1.55,-4.21,-5.76,,,,,,,,
2006,86,Illinois,Big Ten,,2,10,-1.10,-4.78,-5.87,,,,,,,,
2006,87,Colorado,Big 12 (North),,2,10,-6.70,0.52,-6.18,,,,,,,,
2006,88,Louisiana-Monroe,Sun Belt,,4,8,-3.11,-3.17,-6.28,,,,,,,,
2006,89,New Mexico State,WAC,,4,8,4.03,-10.33,-6.30,,,,,,,,
2006,90,UCF,CUSA (East),,4,8,-3.84,-3.32,-7.16,,,,,,,,
2006,91,UAB,CUSA (East),,3,9,-5.61,-1.66,-7.28,,,,,,,,
2006,92,Northwestern,Big Ten,,4,8,-5.25,-2.14,-7.39,,,,,,,,
2006,93,Colorado State,MWC,,4,8,-6.08,-1.35,-7.43,,,,,,,,
2006,94,North Carolina,ACC (Coastal),,3,9,-0.83,-6.71,-7.54,,,,,,,,
2006,95,Louisiana,Sun Belt,,6,6,-4.13,-3.59,-7.72,,,,,,,,
2006,96,UTEP,CUSA (West),,5,7,0.79,-8.57,-7.78,,,,,,,,
2006,97,Florida Atlantic,Sun Belt,,5,7,-9.16,0.49,-8.67,,,,,,,,
2006,98,Stanford,Pac-10,,1,11,-8.92,0.18,-8.73,,,,,,,,
2006,99,Akron,MAC (East),,5,7,-5.11,-4.59,-9.70,,,,,,,,
2006,100,Iowa State,Big 12 (North),,4,8,-3.02,-6.89,-9.91,,,,,,,,
2006,101,Tulane,CUSA (West),,4,8,-3.85,-6.06,-9.91,,,,,,,,
2006,102,Memphis,CUSA (East),,2,10,-0.43,-9.91,-10.33,,,,,,,,
2006,103,Kent State,MAC (East),,6,6,-9.80,-0.67,-10.47,,,,,,,,
2006,104,Toledo,MAC (West),,5,7,-3.93,-7.06,-10.99,,,,,,,,
2006,105,San Diego State,MWC,,3,9,-8.75,-2.27,-11.03,,,,,,,,
2006,106,Arkansas State,Sun Belt,,6,6,-9.26,-1.87,-11.13,,,,,,,,
2006,107,Army,Ind,,3,9,-7.39,-3.98,-11.37,,,,,,,,
2006,108,Idaho,WAC,,4,8,-7.88,-3.50,-11.37,,,,,,,,
2006,109,Nevada-Las Vegas,MWC,,2,10,-4.65,-7.49,-12.14,,,,,,,,
2006,110,Miami (OH),MAC (East),,2,10,-6.53,-7.32,-13.85,,,,,,,,
2006,111,Bowling Green State,MAC (East),,4,8,-4.97,-9.90,-14.87,,,,,,,,
2006,112,Duke,ACC (Coastal),,0,12,-5.01,-9.97,-14.98,,,,,,,,
2006,113,Louisiana Tech,WAC,,3,10,-4.78,-10.62,-15.40,,,,,,,,
2006,114,North Texas,Sun Belt,,3,9,-11.66,-4.40,-16.06,,,,,,,,
2006,115,Utah State,WAC,,1,11,-12.17,-4.35,-16.52,,,,,,,,
2006,116,Buffalo,MAC (East),,2,10,-5.46,-11.43,-16.89,,,,,,,,
2006,117,Eastern Michigan,MAC (West),,1,11,-11.81,-5.79,-17.60,,,,,,,,
2006,118,Temple,Ind,,1,11,-12.43,-5.47,-17.90,,,,,,,,
2006,119,Florida International,Sun Belt,,0,12,-13.60,-5.63,-19.23,,,,,,,,
2007,1,West Virginia,Big East,6,11,2,9.51,9.58,19.09,,,,,,,,
2007,2,LSU,SEC (West),1,12,2,10.50,7.92,18.41,,,,,,,,
2007,3,USC,Pac-10,3,11,2,5.53,12.57,18.10,,,,,,,,
2007,4,Florida,SEC (East),13,9,4,15.18,2.88,18.06,,,,,,,,
2007,5,Oregon,Pac-10,23,9,4,11.59,6.23,17.82,,,,,,,,
2007,6,Georgia,SEC (East),2,11,2,8.10,9.10,17.20,,,,,,,,
2007,7,Missouri,Big 12 (North),4,12,2,11.56,5.21,16.77,,,,,,,,
2007,8,Oklahoma,Big 12 (South),8,11,3,7.39,8.48,15.87,,,,,,,,
2007,9,Ohio State,Big Ten,5,11,2,0.11,14.73,14.84,,,,,,,,
2007,10,Kansas,Big 12 (North),7,12,1,3.73,10.72,14.45,,,,,,,,
2007,11,Virginia Tech,ACC (Coastal),9,11,3,2.42,11.80,14.22,,,,,,,,
2007,12,Arizona State,Pac-10,16,10,3,6.73,6.94,13.67,,,,,,,,
2007,13,Cincinnati,Big East,17,10,3,6.69,6.71,13.40,,,,,,,,
2007,14,South Florida,Big East,,9,4,7.42,4.95,12.37,,,,,,,,
2007,15,Auburn,SEC (West),15,9,4,-0.30,12.17,11.87,,,,,,,,
2007,16,Tennessee,SEC (East),12,10,4,8.03,3.65,11.68,,,,,,,,
2007,17,Clemson,ACC (Atlantic),21,9,4,4.92,6.48,11.40,,,,,,,,
2007,18,BYU,MWC,14,11,2,4.50,6.61,11.11,,,,,,,,
2007,19,Texas,Big 12 (South),10,10,3,7.77,3.22,10.99,,,,,,,,
2007,20,Oregon State,Pac-10,25,9,4,2.97,6.96,9.93,,,,,,,,
2007,21,Boston College,ACC (Atlantic),10,11,3,5.05,4.70,9.75,,,,,,,,
2007,22,Kentucky,SEC (East),,8,5,10.17,-0.73,9.43,,,,,,,,
2007,23,Penn State,Big Ten,,9,4,2.39,6.70,9.09,,,,,,,,
2007,24,Arkansas,SEC (West),,8,5,7.99,0.92,8.91,,,,,,,,
2007,25,California,Pac-10,,7,6,5.85,2.60,8.46,,,,,,,,
2007,26,Texas Tech,Big 12 (South),22,9,4,6.61,1.68,8.28,,,,,,,,
2007,27,Alabama,SEC (West),,7,6,3.18,4.91,8.09,,,,,,,,
2007,28,Illinois,Big Ten,20,9,4,3.23,4.84,8.07,,,,,,,,
2007,29,UCLA,Pac-10,,6,7,0.28,7.69,7.97,,,,,,,,
2007,30,Michigan,Big Ten,18,9,4,0.78,7.13,7.91,,,,,,,,
2007,31,Utah,MWC,,9,4,-3.13,10.51,7.37,,,,,,,,
2007,32,South Carolina,SEC (East),,6,6,1.53,5.62,7.15,,,,,,,,
2007,33,Connecticut,Big East,,9,4,-0.93,8.00,7.07,,,,,,,,
2007,34,Wake Forest,ACC (Atlantic),,9,4,2.53,4.54,7.07,,,,,,,,
2007,35,Rutgers,Big East,,8,5,2.52,4.22,6.75,,,,,,,,
2007,36,Michigan State,Big Ten,,7,6,8.70,-2.01,6.69,,,,,,,,
2007,37,Oklahoma State,Big 12 (South),,7,6,7.14,-0.47,6.67,,,,,,,,
2007,38,Hawaii,WAC,19,12,1,7.95,-1.59,6.36,,,,,,,,
2007,39,Boise State,WAC,,10,3,3.99,2.32,6.31,,,,,,,,
2007,40,UCF,CUSA (East),,10,4,3.91,2.22,6.13,,,,,,,,
2007,41,Arizona,Pac-10,,5,7,5.59,0.45,6.04,,,,,,,,
2007,42,Virginia,ACC (Coastal),,9,4,0.83,5.06,5.89,,,,,,,,
2007,43,Troy,Sun Belt,,8,4,3.56,2.01,5.58,,,,,,,,
2007,44,Texas A&M,Big 12 (South),,7,6,2.25,3.31,5.56,,,,,,,,
2007,45,Air Force,MWC,,9,4,2.59,2.77,5.36,,,,,,,,
2007,46,Wisconsin,Big Ten,24,9,4,3.06,2.25,5.31,,,,,,,,
2007,47,Florida State,ACC (Atlantic),,7,6,-0.72,5.74,5.02,,,,,,,,
2007,48,Louisville,Big East,,6,6,9.24,-4.22,5.02,,,,,,,,
2007,49,Mississippi State,SEC (West),,8,5,-1.97,6.81,4.84,,,,,,,,
2007,50,Texas Christian,MWC,,8,5,-1.21,5.66,4.45,,,,,,,,
2007,51,Washington,Pac-10,,4,9,6.68,-2.27,4.41,,,,,,,,
2007,52,Maryland,ACC (Atlantic),,6,7,0.29,4.02,4.31,,,,,,,,
2007,53,Purdue,Big Ten,,8,5,4.44,-0.20,4.24,,,,,,,,
2007,54,Georgia Tech,ACC (Coastal),,7,6,0.34,3.59,3.94,,,,,,,,
2007,55,Kansas State,Big 12 (North),,5,7,6.48,-2.85,3.63,,,,,,,,
2007,56,Vanderbilt,SEC (East),,5,7,-1.98,5.06,3.09,,,,,,,,
2007,57,Fresno State,WAC,,9,4,3.91,-1.16,2.75,,,,,,,,
2007,58,Colorado,Big 12 (North),,6,7,2.28,0.37,2.65,,,,,,,,
2007,59,New Mexico,MWC,,9,4,-4.70,7.19,2.49,,,,,,,,
2007,60,Washington State,Pac-10,,5,7,1.11,0.56,1.66,,,,,,,,
2007,61,Pitt,Big East,,5,7,-2.94,4.58,1.64,,,,,,,,
2007,62,Nebraska,Big 12 (North),,5,7,6.87,-5.39,1.48,,,,,,,,
2007,63,East Carolina,CUSA (East),,8,5,4.00,-2.99,1.00,,,,,,,,
2007,64,Indiana,Big Ten,,7,6,2.43,-2.09,0.34,,,,,,,,
2007,65,Tulsa,CUSA (West),,10,4,7.32,-7.22,0.10,,,,,,,,
2007,66,Stanford,Pac-10,,4,8,-2.73,1.63,-1.10,,,,,,,,
2007,67,Miami (FL),ACC (Coastal),,5,7,-3.89,2.66,-1.23,,,,,,,,
2007,68,Ole Miss,SEC (West),,3,9,-2.56,1.25,-1.31,,,,,,,,
2007,69,Houston,CUSA (West),,8,5,0.12,-1.62,-1.50,,,,,,,,
2007,70,North Carolina,ACC (Coastal),,4,8,-2.27,0.45,-1.82,,,,,,,,
2007,71,Southern Mississippi,CUSA (East),,7,6,-3.52,1.43,-2.09,,,,,,,,
2007,72,Florida Atlantic,Sun Belt,,8,5,1.51,-3.94,-2.43,,,,,,,,
2007,73,Ball State,MAC (West),,7,6,0.50,-3.38,-2.88,,,,,,,,
2007,74,Navy,Ind,,8,5,12.74,-15.64,-2.90,,,,,,,,
2007,75,North Carolina State,ACC (Atlantic),,5,7,-2.92,-0.21,-3.13,,,,,,,,
2007,76,Iowa,Big Ten,,6,6,-10.19,6.76,-3.43,,,,,,,,
2007,77,Wyoming,MWC,,5,7,-5.24,1.73,-3.51,,,,,,,,
2007,78,Northwestern,Big Ten,,6,6,-0.54,-3.16,-3.70,,,,,,,,
2007,79,Central Michigan,MAC (West),,8,6,6.45,-10.45,-3.99,,,,,,,,
2007,80,Western Kentucky,Ind,,7,5,-6.00,1.14,-4.86,,,,,,,,
2007,81,Middle Tennessee State,Sun Belt,,5,7,-4.32,-0.64,-4.95,,,,,,,,
2007,82,Notre Dame,Ind,,3,9,-8.00,2.98,-5.03,,,,,,,,
2007,83,Bowling Green State,MAC (East),,8,5,-0.84,-4.19,-5.04,,,,,,,,
2007,84,Nevada,WAC,,6,7,3.25,-8.34,-5.09,,,,,,,,
2007,85,Colorado State,MWC,,3,9,0.68,-6.83,-6.15,,,,,,,,
2007,86,San Diego State,MWC,,4,8,1.34,-7.94,-6.60,,,,,,,,
2007,87,Louisiana-Monroe,Sun Belt,,6,6,-4.72,-1.92,-6.64,,,,,,,,
2007,88,Iowa State,Big 12 (North),,3,9,-7.08,-0.14,-7.21,,,,,,,,
2007,89,Western Michigan,MAC (West),,5,7,-3.13,-4.31,-7.44,,,,,,,,
2007,90,Arkansas State,Sun Belt,,5,7,-5.44,-2.54,-7.98,,,,,,,,
2007,91,Memphis,CUSA (East),,7,6,0.14,-8.54,-8.40,,,,,,,,
2007,92,Louisiana Tech,WAC,,5,7,-7.00,-1.46,-8.45,,,,,,,,
2007,93,San Jose State,WAC,,5,7,-8.90,0.26,-8.64,,,,,,,,
2007,94,Nevada-Las Vegas,MWC,,2,10,-7.93,-1.08,-9.02,,,,,,,,
2007,95,Ohio,MAC (East),,6,6,0.88,-9.97,-9.09,,,,,,,,
2007,96,Miami (OH),MAC (East),,6,7,-10.64,1.36,-9.28,,,,,,,,
2007,97,UTEP,CUSA (West),,4,8,2.97,-12.26,-9.30,,,,,,,,
2007,98,Buffalo,MAC (East),,5,7,-6.44,-3.29,-9.73,,,,,,,,
2007,99,Marshall,CUSA (East),,3,9,-3.54,-6.39,-9.93,,,,,,,,
2007,100,Duke,ACC (Coastal),,1,11,-5.74,-4.60,-10.34,,,,,,,,
2007,101,Syracuse,Big East,,2,10,-6.26,-4.46,-10.72,,,,,,,,
2007,102,Baylor,Big 12 (South),,3,9,-7.80,-3.35,-11.15,,,,,,,,
2007,103,Utah State,WAC,,2,10,-6.45,-4.83,-11.29,,,,,,,,
2007,104,Minnesota,Big Ten,,1,11,1.49,-13.17,-11.69,,,,,,,,
2007,105,Eastern Michigan,MAC (West),,4,8,-5.05,-6.83,-11.88,,,,,,,,
2007,106,Toledo,MAC (West),,5,7,2.26,-14.16,-11.89,,,,,,,,
2007,107,Kent State,MAC (East),,3,9,-7.99,-4.30,-12.29,,,,,,,,
2007,108,New Mexico State,WAC,,4,9,-4.04,-8.27,-12.32,,,,,,,,
2007,109,Akron,MAC (East),,4,8,-6.34,-6.19,-12.52,,,,,,,,
2007,110,Louisiana,Sun Belt,,3,9,-4.84,-8.52,-13.36,,,,,,,,
2007,111,Tulane,CUSA (West),,4,8,-6.86,-6.71,-13.57,,,,,,,,
2007,112,Army,Ind,,3,9,-11.94,-1.96,-13.90,,,,,,,,
2007,113,UAB,CUSA (East),,2,10,-8.66,-5.32,-13.98,,,,,,,,
2007,114,Rice,CUSA (West),,3,9,1.16,-15.74,-14.59,,,,,,,,
2007,115,Temple,MAC (East),,4,8,-12.53,-2.24,-14.76,,,,,,,,
2007,116,SMU,CUSA (West),,1,11,-2.72,-12.73,-15.44,,,,,,,,
2007,117,Florida International,Sun Belt,,1,11,-11.54,-4.30,-15.84,,,,,,,,
2007,118,North Texas,Sun Belt,,2,10,-4.25,-11.59,-15.84,,,,,,,,
2007,119,Idaho,WAC,,1,11,-6.56,-10.50,-17.06,,,,,,,,
2007,120,Northern Illinois,MAC (West),,2,10,-12.95,-5.15,-18.11,,,,,,,,
2008,1,Florida,SEC (East),1,13,1,11.01,14.36,25.37,,,,,,,,
2008,2,Oklahoma,Big 12 (South),5,12,2,19.85,4.94,24.79,,,,,,,,
2008,3,Texas,Big 12 (South),4,12,1,11.93,12.05,23.98,,,,,,,,
2008,4,USC,Pac-10,3,12,1,5.49,16.76,22.24,,,,,,,,
2008,5,Penn State,Big Ten,8,11,2,8.19,9.62,17.82,,,,,,,,
2008,6,Alabama,SEC (West),6,12,2,5.57,10.57,16.15,,,,,,,,
2008,7,Texas Tech,Big 12 (South),12,11,2,12.60,2.86,15.46,,,,,,,,
2008,8,Ohio State,Big Ten,9,10,3,1.50,12.44,13.94,,,,,,,,
2008,9,Utah,MWC,2,13,0,8.13,5.65,13.79,,,,,,,,
2008,10,Texas Christian,MWC,7,11,2,0.40,13.07,13.47,,,,,,,,
2008,11,Missouri,Big 12 (North),19,10,4,9.73,3.39,13.11,,,,,,,,
2008,12,Oklahoma State,Big 12 (South),16,9,4,11.55,1.54,13.09,,,,,,,,
2008,13,Boise State,WAC,11,12,1,2.11,10.72,12.83,,,,,,,,
2008,14,Oregon,Pac-10,10,10,3,14.70,-2.32,12.39,,,,,,,,
2008,15,Ole Miss,SEC (West),14,9,4,6.42,5.69,12.11,,,,,,,,
2008,16,Georgia,SEC (East),13,10,3,10.25,1.35,11.60,,,,,,,,
2008,17,Iowa,Big Ten,20,9,4,0.60,10.51,11.11,,,,,,,,
2008,18,Nebraska,Big 12 (North),,9,4,10.43,0.49,10.92,,,,,,,,
2008,19,Florida State,ACC (Atlantic),21,9,4,6.11,4.56,10.67,,,,,,,,
2008,20,California,Pac-10,,9,4,4.33,6.10,10.43,,,,,,,,
2008,21,Oregon State,Pac-10,18,9,4,5.93,4.33,10.26,,,,,,,,
2008,22,Kansas,Big 12 (North),,8,5,8.38,0.85,9.23,,,,,,,,
2008,23,Arizona,Pac-10,,8,5,7.42,1.79,9.21,,,,,,,,
2008,24,Pitt,Big East,,9,4,4.79,4.08,8.87,,,,,,,,
2008,25,Virginia Tech,ACC (Coastal),15,10,4,0.49,7.66,8.14,,,,,,,,
2008,26,Michigan State,Big Ten,24,9,4,2.23,5.70,7.92,,,,,,,,
2008,27,North Carolina,ACC (Coastal),,8,5,5.54,2.36,7.90,,,,,,,,
2008,28,Wake Forest,ACC (Atlantic),,8,5,-0.27,7.71,7.45,,,,,,,,
2008,29,West Virginia,Big East,23,9,4,1.67,5.42,7.09,,,,,,,,
2008,30,Tulsa,CUSA (West),,11,3,12.09,-5.03,7.06,,,,,,,,
2008,31,Clemson,ACC (Atlantic),,7,6,0.67,6.30,6.97,,,,,,,,
2008,32,Georgia Tech,ACC (Coastal),22,9,4,1.72,5.06,6.78,,,,,,,,
2008,33,Boston College,ACC (Atlantic),,9,5,1.70,5.02,6.72,,,,,,,,
2008,34,Rutgers,Big East,,8,5,1.02,5.33,6.35,,,,,,,,
2008,35,Ball State,MAC (West),,12,2,3.12,3.14,6.26,,,,,,,,
2008,36,Cincinnati,Big East,17,11,3,1.18,4.85,6.03,,,,,,,,
2008,37,LSU,SEC (West),,8,5,6.00,-0.09,5.91,,,,,,,,
2008,38,South Carolina,SEC (East),,7,6,-1.89,7.10,5.21,,,,,,,,
2008,39,BYU,MWC,25,10,3,4.87,0.09,4.96,,,,,,,,
2008,40,Miami (FL),ACC (Coastal),,7,6,4.45,0.40,4.85,,,,,,,,
2008,41,Northwestern,Big Ten,,9,4,0.48,4.33,4.82,,,,,,,,
2008,42,Connecticut,Big East,,8,5,0.48,4.20,4.67,,,,,,,,
2008,43,Vanderbilt,SEC (East),,7,6,-1.32,5.79,4.48,,,,,,,,
2008,44,South Florida,Big East,,8,5,0.22,4.23,4.45,,,,,,,,
2008,45,Rice,CUSA (West),,10,3,10.87,-6.95,3.92,,,,,,,,
2008,46,Kentucky,SEC (East),,7,6,-0.85,4.40,3.55,,,,,,,,
2008,47,Navy,Ind,,8,5,3.48,0.05,3.53,,,,,,,,
2008,48,Notre Dame,Ind,,7,6,0.16,2.83,2.99,,,,,,,,
2008,49,Illinois,Big Ten,,5,7,4.23,-1.28,2.96,,,,,,,,
2008,50,Maryland,ACC (Atlantic),,8,5,-1.22,4.18,2.96,,,,,,,,
2008,51,Baylor,Big 12 (South),,4,8,1.92,0.67,2.59,,,,,,,,
